Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,ClockSpeed,DisplayType
Acer,Aspire 5,Notebook,17.3,1920x1080,Intel Core i3 7130U,4GB,1TB HDD,Nvidia GeForce MX130,Windows 10,3kg,561000.0,2.7GHz,IPS Panel Full HD
Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,AMD Radeon RX 550,Windows 10,1.75kg,97100.0,1.6GHz,IPS Panel Full HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4kg,75600.0,2.8GHz,IPS Panel Full HD
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,52400.0,2.3GHz,
HP,255 G6,Notebook,15.6,1366x768,AMD A6 Series 9220,4GB,256GB SSD,AMD Radeon R4 Graphics,Windows 10,1.86kg,32100.0,2.5GHz,
Asus,ZenBook UX430UA,Ultrabook,14.0,1920x1080,Intel Core i7 8550U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.25kg,95600.0,1.8GHz,Full HD
HP,EliteBook Folio,Ultrabook,12.5,3840x2160,Intel Core M 6Y75,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,0.97kg,175200.0,1.2GHz,IPS Panel 4K Ultra HD / Touchscreen
Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,Intel Celeron Dual Core N3350,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2kg,29900.0,1.1GHz,Full HD
MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,176500.0,2.8GHz,Full HD
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.1kg,38900.0,2GHz,
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,108700.0,2.8GHz,Full HD
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,1TB Hybrid,Nvidia GeForce GTX 1050,Windows 10,2.62kg,78200.0,2.8GHz,Full HD
Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U,4GB,128GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,43300.0,2.5GHz,
MSI,GE73VR 7RE,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.8kg,164400.0,2.8GHz,Full HD
HP,EliteBook 840,Ultrabook,14.0,1920x1080,Intel Core i5 7500U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,94100.0,2.7GHz,Full HD
HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,1920x1080,Intel Core i5 8250U,6GB,256GB SSD,AMD Radeon 520,Windows 10,1.91kg,53900.0,1.6GHz,Full HD
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,Intel Core i3 7100U,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.74kg,54700.0,2.4GHz,IPS Panel Full HD / Touchscreen
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.1kg,114400.0,1.6GHz,Full HD / Touchscreen
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 8550U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.56kg,91300.0,1.8GHz,Full HD / Touchscreen
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,38900.0,2.2GHz,
Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9 Series 9420,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,2.03kg,35100.0,3GHz,
Acer,Aspire A517-51G,Notebook,17.3,1920x1080,Intel Core i5 8250U,4GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,70000.0,1.6GHz,IPS Panel Full HD
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,AMD Radeon 520,Windows 10,2.13kg,63300.0,1.6GHz,Full HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,93900.0,2.8GHz,IPS Panel Full HD
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350,4GB,1TB HDD,Intel HD Graphics 500,Windows 10,2.1kg,30300.0,1.1GHz,
MSI,GE63VR 7RE,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4kg,156500.0,2.8GHz,IPS Panel Full HD
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200,4GB,1TB HDD,Intel HD Graphics 505,Windows 10,2.1kg,31600.0,1.1GHz,
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,92200.0,2.8GHz,Full HD
Acer,Aspire A517-51G,Notebook,17.3,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,74300.0,1.6GHz,IPS Panel Full HD
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49kg,65600.0,1.6GHz,IPS Panel Full HD
Huawei,MateBook X,Ultrabook,13.0,2160x1440,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,117400.0,2.5GHz,IPS Panel Full HD
HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,1920x1080,Intel Core i5 7200U,6GB,2TB HDD,AMD Radeon 520,Windows 10,2.71kg,60800.0,2.5GHz,IPS Panel Full HD
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD A6 Series 9220,4GB,500GB HDD,AMD Radeon R4 Graphics,No OS,2.2kg,26900.0,2.9GHz,
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2kg,42500.0,2.4GHz,
HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.5kg,80300.0,1.6GHz,Full HD
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,39900.0,2.4GHz,
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,39100.0,2GHz,
MSI,GT80S 6QF-074US,Gaming,18.4,1920x1080,Intel Core i7 6920HQ,32GB,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows 10,4.4kg,243500.0,2.9GHz,Full HD
Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows 10,1.90kg,70700.0,2.5GHz,Full HD
HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,Intel Core i5 8250U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.29kg,130400.0,1.6GHz,IPS Panel 4K Ultra HD / Touchscreen
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Linux,2.02kg,91300.0,1.8GHz,Full HD
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.23kg,121700.0,1.6GHz,Full HD
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,Intel Core i7 8550U,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.4kg,160900.0,1.8GHz,IPS Panel 4K Ultra HD / Touchscreen
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 7200U,8GB,128GB SSD,Intel HD Graphics 620,Windows 10,2.0kg,681000.0,2.5GHz,
Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Nvidia GeForce MX150,No OS,1.95kg,104300.0,1.6GHz,IPS Panel Full HD
Dell,Inspiron 7773,Notebook,17.3,1920x1080,Intel Core i7 8550U,16GB,512GB SSD,Nvidia GeForce 150MX,Windows 10,2.77kg,134800.0,1.8GHz,Full HD / Touchscreen
Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i7 7700HQ,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06kg,208500.0,2.8GHz,4K Ultra HD / Touchscreen
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,256GB SSD,Nvidia GeForce GTX 1050,No OS,2.4kg,67800.0,2.5GHz,IPS Panel Full HD
Acer,Swift 7,Ultrabook,13.3,1920x1080,Intel Core i5 7Y54,8GB,256GB SSD,Intel HD Graphics 615,Windows 10,1.12kg,86000.0,1.2GHz,IPS Panel Full HD
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i7 8550U,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,94400.0,1.8GHz,Full HD
Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,2560x1440,Intel Core i7 7500U,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.42kg,245700.0,2.7GHz,Touchscreen
Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350,4GB,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.3kg,22600.0,1.1GHz,IPS Panel Full HD
Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Nvidia GeForce MX150,No OS,1.3kg,86900.0,2.5GHz,IPS Panel Full HD
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,Intel Core i5 8250U,8GB,256GB SSD,Nvidia GeForce MX150,No OS,2.8kg,60700.0,1.6GHz,
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,1.62kg,721000.0,1.8GHz,IPS Panel Full HD / Touchscreen
HP,ProBook 470,Notebook,17.3,1920x1080,Intel Core i5 8250U,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.5kg,79500.0,1.6GHz,IPS Panel Full HD
Razer,Blade Pro,Gaming,17.3,3840x2160,Intel Core i7 7820HK,32GB,1TB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49kg,530600.0,2.9GHz,4K Ultra HD / Touchscreen
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.49kg,83400.0,1.6GHz,Full HD
HP,Omen 17-W295,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,3.35kg,1191000.0,2.8GHz,IPS Panel Full HD
HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i7 8550U,8GB,256GB SSD,Nvidia GeForce 930MX ,Windows 10,2.5kg,90900.0,1.8GHz,Full HD
Dell,Inspiron 7577,Gaming,15.6,3840x2160,Intel Core i7 7700HQ,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.65kg,160500.0,2.8GHz,IPS Panel 4K Ultra HD
Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Core i5 6200U,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.1kg,42900.0,2.3GHz,
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23kg,64600.0,2.7GHz,Full HD
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2kg,152200.0,2.8GHz,IPS Panel Full HD
Dell,Precision 7520,Workstation,15.6,3840x2160,Intel Xeon E3 1505M V6,16GB,256GB SSD +  1TB HDD,Nvidia Quadro M1200,Windows 10,2.8kg,265800.0,3GHz,4K Ultra HD
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,512GB SSD,Nvidia GeForce GTX 1060,No OS,2.4kg,121600.0,2.8GHz,Full HD
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 7100U,6GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,38200.0,2.4GHz,Touchscreen
Dell,XPS 13,Ultrabook,13.3,3840x2160,Intel Core i7 8550U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.21kg,169600.0,1.8GHz,IPS Panel 4K Ultra HD / Touchscreen
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7 8550U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,126100.0,1.8GHz,Full HD
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,2.2kg,51900.0,2.5GHz,
Acer,Aspire 7,Notebook,15.6,1920x1080,Intel Core i7 7700HQ,8GB,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4kg,67800.0,2.8GHz,Full HD
Asus,ROG GL703VD-GC028T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.9kg,122400.0,2.8GHz,Full HD
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,500GB HDD,Intel HD Graphics 520,No OS,2.1kg,30400.0,2GHz,Full HD
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,No OS,2.2kg,47800.0,2.5GHz,Full HD
Huawei,MateBook X,Ultrabook,13.0,2160x1440,Intel Core i7 7500U,8GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.05kg,130400.0,2.7GHz,IPS Panel Full HD
Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,Intel Core i7 8550U,8GB,256GB SSD,AMD Radeon 530,Windows 10,1.4kg,801000.0,1.8GHz,IPS Panel Full HD
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5 7200U,8GB,1TB HDD,Nvidia GeForce GTX 940MX,No OS,2.8kg,51200.0,2.5GHz,
HP,Probook 440,Notebook,14.0,1920x1080,Intel Core i7 8550U,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,1.63kg,89700.0,1.8GHz,Full HD
Dell,Latitude 5490,Ultrabook,14.0,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,991000.0,1.6GHz,Full HD
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.62kg,111300.0,1.8GHz,Full HD / Touchscreen
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,AMD Radeon 520,Linux,2.2kg,58900.0,1.6GHz,Full HD
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.74kg,78200.0,1.6GHz,IPS Panel Full HD
Toshiba,Portege Z30-C-16L,Ultrabook,13.3,1920x1080,Intel Core i7 6500U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.2kg,118600.0,2.5GHz,Full HD
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i5 8250U,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1kg,69100.0,1.6GHz,Full HD
Dell,Alienware 17,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.42kg,213700.0,2.8GHz,IPS Panel Full HD
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.2kg,72400.0,2.7GHz,Full HD
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U,16GB,1TB HDD,AMD Radeon R7 M445,Windows 10,2.3kg,74700.0,2.7GHz,Full HD / Touchscreen
Asus,Vivobook X541UV-DM1217T,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Nvidia GeForce 920MX ,Windows 10,2kg,66900.0,2.5GHz,Full HD
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,1920x1080,Intel Core i5 7200U,8GB,256GB SSD +  500GB HDD,Nvidia GeForce GTX 950M,Windows 10,2.69kg,77500.0,2.5GHz,Full HD
HP,ZBook 15u,Notebook,15.6,1920x1080,Intel Core i7 7500U,8GB,1TB HDD,AMD FirePro W4190M ,Windows 10,1.9kg,110400.0,2.7GHz,Full HD
Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,Intel Core i3 7100U,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.37kg,34600.0,2.4GHz,
HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,AMD E Series 9000e,4GB,500GB HDD,AMD Radeon R2,Windows 10,2.1kg,28700.0,1.5GHz,
Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.2kg,130400.0,2.8GHz,IPS Panel Full HD
Dell,Vostro 5468,Notebook,14.0,1920x1080,Intel Core i5 7200U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.6kg,74700.0,2.5GHz,Full HD
Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,Intel Core i5 6200U,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.6kg,59900.0,2.3GHz,IPS Panel Full HD / Touchscreen
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i7 7500U,16GB,256GB SSD,AMD Radeon R7 M445,Linux,2.36kg,78200.0,2.7GHz,Full HD
Acer,Aspire A315-51,Notebook,15.6,1366x768,Intel Core i3 6006U,4GB,1TB HDD,Intel HD Graphics 520,Linux,2.1kg,33900.0,2GHz,
Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,1920x1080,AMD A10 Series A10 9620P,4GB,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,2.2kg,50000.0,2.5GHz,Full HD
Asus,ROG G703VI-E5062T,Gaming,17.3,1920x1080,Intel Core i7 7820HK,32GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1080,Windows 10,4.7kg,338400.0,2.9GHz,Full HD
Acer,Nitro AN515-51,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5kg,73600.0,2.5GHz,IPS Panel Full HD
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,Intel Core i3 6006U,8GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.2kg,51200.0,2GHz,
Asus,VivoBook Pro,Notebook,17.3,1920x1080,Intel Core i7 8550U,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,Windows 10,2.1kg,99600.0,1.8GHz,Full HD
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,1920x1080,Intel Core i7 7500U,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 950M,No OS,2.69kg,77300.0,2.7GHz,Full HD
Dell,Inspiron 5577,Gaming,15.6,1920x1080,Intel Core i5 7300HQ,8GB,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.56kg,76500.0,2.5GHz,Full HD
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i7 7500U,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.38kg,93900.0,2.7GHz,IPS Panel Full HD / Touchscreen
Dell,Inspiron 5570,Notebook,15.6,1920x1080,Intel Core i7 8550U,8GB,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2kg,85700.0,1.8GHz,Full HD
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Core i5 7200U,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,48600.0,2.5GHz,Touchscreen
Asus,Rog G701VIK-BA060T,Gaming,17.3,1920x1080,Intel Core i7 7820HK,16GB,256GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.6kg,260900.0,2.9GHz,Full HD
HP,ProBook 430,Notebook,13.3,1920x1080,Intel Core i5 8250U,4GB,500GB HDD,Intel UHD Graphics 620,Windows 10,1.49kg,58700.0,1.6GHz,IPS Panel Full HD
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel Core i5,8GB,512GB SSD,Intel Iris Plus Graphics 650,macOS,1.37kg,177500.0,3.1GHz,IPS Panel Retina Display
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 8550U,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.08kg,71300.0,1.8GHz,IPS Panel Full HD / Touchscreen
Asus,ROG G752VSK-GC493T,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3kg,156500.0,2.8GHz,Full HD
Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,AMD A9 Series 9420,4GB,1TB HDD,AMD Radeon R5 M420,Windows 10,1.68kg,40800.0,3GHz,
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,Intel Core i7 8550U,8GB,512GB SSD,Intel UHD Graphics 620,Windows 10,1.37kg,160900.0,1.8GHz,IPS Panel Full HD / Touchscreen
Acer,Aspire 5,Notebook,17.3,1920x1080,Intel Core i3 7130U,4GB,256GB SSD,Nvidia GeForce MX130,Windows 10,3kg,61100.0,2.7GHz,IPS Panel Full HD
Dell,Vostro 5370,Ultrabook,13.3,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.41kg,82600.0,1.6GHz,Full HD
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,1366x768,AMD A6 Series A6 9220,8GB,128GB SSD,AMD Radeon R4 Graphics,Windows 10,1.91kg,38700.0,2.5GHz,
HP,Envy 17-U275cl,Notebook,17.3,1920x1080,Intel Core i7 8550U,16GB,1TB HDD,Nvidia GeForce MX150,Windows 10,2.9kg,92100.0,1.8GHz,IPS Panel Full HD
MSI,GT73EVR 7RE,Gaming,17.3,1920x1080,Intel Core i7 7700HQ,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14kg,217400.0,2.8GHz,Full HD
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,Intel Core i7 7700HQ,8GB,512GB SSD,Nvidia GeForce GTX 1050M,Windows 10,2kg,147800.0,2.8GHz,IPS Panel Full HD / Touchscreen
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i7 8550U,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,99400.0,1.8GHz,Full HD
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,Intel Core i3 6006U,4GB,256GB SSD,Intel HD Graphics 520,No OS,2.2kg,38600.0,2GHz,Full HD
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i5 8250U,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.1kg,62800.0,1.6GHz,IPS Panel Full HD
Dell,Vostro 3568,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg,57200.0,2.5GHz,Full HD
Dell,Inspiron 3567,Notebook,15.6,1920x1080,Intel Core i5 7200U,8GB,1TB HDD,AMD Radeon R5 M430,Windows 10,2.24kg,49200.0,2.5GHz,Full HD
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 8250U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.67kg,69500.0,1.6GHz,Full HD / Touchscreen
Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,Intel Core i7 8550U,8GB,512GB SSD +  512GB SSD,Intel UHD Graphics 620,Windows 10,1.1kg,130400.0,1.8GHz,Full HD / Touchscreen
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,Intel Core i5 7200U,4GB,1TB HDD,Intel HD Graphics 620,No OS,2.2kg,40600.0,2.5GHz,Full HD
HP,Probook 470,Notebook,17.3,1920x1080,Intel Core i7 8550U,8GB,1TB HDD,Nvidia GeForce 930MX ,Windows 10,2.5kg,88600.0,1.8GHz,Full HD
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,1920x1080,Intel Core i7 8550U,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,2.05kg,76600.0,1.8GHz,Full HD
Apple,MacBook Pro,Ultrabook,13.3,2560x1600,Intel Core i5,8GB,512GB SSD,Intel Iris Graphics 550,macOS,1.37kg,170300.0,2.9GHz,IPS Panel Retina Display
Asus,Rog Strix,Gaming,17.3,1920x1080,AMD Ryzen 1700,16GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.2kg,134800.0,3GHz,Full HD
Dell,Inspiron 3576,Notebook,15.6,1920x1080,Intel Core i7 8550U,8GB,256GB SSD,AMD Radeon 520,Linux,2.14kg,63900.0,1.8GHz,Full HD
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i7 6600U,16GB,512GB SSD,Intel HD Graphics 520,Windows 10,1.36kg,217400.0,2.6GHz,Touchscreen
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i7 6500U,8GB,500GB HDD,Nvidia GeForce 930M,Windows 10,2.2kg,70600.0,2.5GHz,
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i7 7500U,12GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,62000.0,2.7GHz,
Dell,Inspiron 5770,Notebook,17.3,1920x1080,Intel Core i7 8550U,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8kg,95600.0,1.8GHz,Full HD
